NCESSCH,SCHNAM04,FRELCH04,REDLCH04,TOTFRL04,MEMBER04,ASIAN04,HISP04,BLACK04,WHITE04,PUPTCH04,SCHNAM06,FRELCH06,REDLCH06,TOTFRL06,MEMBER06,ASIAN06,HISP06,BLACK06,WHITE06,PUPTCH06
220102000761,DOYLE HIGH SCHOOL,145,42,187,466,0,0,8,455,15,DOYLE HIGH SCHOOL,133,51,184,508,1,2,8,495,15.9
220102000762,FRENCH SETTLEMENT HIGH SCHOOL,104,34,138,388,0,0,17,371,16.2,FRENCH SETTLEMENT HIGH SCHOOL,100,23,123,423,2,0,20,401,17.6
220102000763,FRESHWATER ELEMENTARY SCHOOL,182,54,236,532,2,2,37,490,15.2,FRESHWATER ELEMENTARY SCHOOL,188,51,239,498,1,7,33,457,15.6
220102000764,FROST SCHOOL,152,44,196,322,0,1,1,320,11.9,FROST SCHOOL,139,48,187,335,0,1,3,329,12.9
220102000765,HOLDEN HIGH SCHOOL,268,77,345,641,1,11,2,627,14.9,HOLDEN HIGH SCHOOL,251,100,351,698,2,10,1,684,14.9
220102000766,LIVE OAK LOWER ELEMENTARY SCHOOL,156,89,245,560,4,6,4,545,15.6,LIVE OAK ELEMENTARY SCHOOL,181,101,282,677,2,8,5,662,16.1
220102000767,LIVE OAK HIGH SCHOOL,113,83,196,840,1,3,12,824,17.1,LIVE OAK HIGH SCHOOL,140,74,214,972,1,5,21,944,18.3
220102000768,MAUREPAS SCHOOL,129,61,190,363,0,18,9,336,12.3,MAUREPAS SCHOOL,169,52,221,439,1,22,12,404,14.200000000000001
220102000769,NORTHSIDE ELEMENTARY SCHOOL,220,64,284,518,0,4,36,476,16.2,NORTHSIDE ELEMENTARY SCHOOL,183,55,238,496,2,4,62,427,16
220102000770,SEVENTH WARD ELEMENTARY SCHOOL,73,40,113,298,0,1,0,297,14.9,SEVENTH WARD ELEMENTARY SCHOOL,132,58,190,463,1,11,13,438,17.8
220102000771,SOUTHSIDE ELEMENTARY SCHOOL,188,70,258,466,2,5,36,423,15,SOUTHSIDE ELEMENTARY SCHOOL,211,51,262,449,0,14,51,384,13.6
220102000772,SPRINGFIELD ELEMENTARY SCHOOL,250,72,322,461,0,3,87,371,14.4,SPRINGFIELD ELEMENTARY SCHOOL,294,64,358,519,0,1,102,416,15.3
220102000773,SPRINGFIELD HIGH SCHOOL,151,45,196,318,0,1,65,252,14.8,SPRINGFIELD HIGH SCHOOL,172,34,206,348,0,0,68,280,15.8
220102000774,WALKER HIGH SCHOOL,282,101,383,1189,5,10,45,1126,18.6,WALKER HIGH SCHOOL,314,133,447,1265,1,9,62,1186,17.3
220102000775,WALKER JUNIOR HIGH SCHOOL,176,48,224,429,2,2,32,392,16.5,WALKER JUNIOR HIGH SCHOOL,189,48,237,467,2,9,50,401,16.1
220102000776,WALKER ELEMENTARY SCHOOL,276,81,357,552,0,8,83,461,13.8,WALKER ELEMENTARY SCHOOL,272,66,338,543,2,19,67,455,14.700000000000001
220102000777,WESTSIDE JUNIOR HIGH SCHOOL,250,83,333,639,0,7,18,612,18.3,WESTSIDE JUNIOR HIGH SCHOOL,261,94,355,735,1,4,25,702,20.400000000000002
220102000904,DENHAM SPRINGS FRESHMAN HIGH SCHOOL,137,48,185,546,2,3,20,520,16.5,DENHAM SPRINGS FRESHMAN HIGH SCHOOL,180,75,255,638,2,17,35,582,17.7
220102001550,NORTH CORBIN ELEMENTARY SCHOOL,149,64,213,401,3,2,1,395,15.4,NORTH CORBIN ELEMENTARY SCHOOL,193,57,250,486,2,1,5,478,15.700000000000001
220102001558,LIVE OAK MIDDLE SCHOOL,166,94,260,873,0,6,15,850,18.2,LIVE OAK MIDDLE SCHOOL,192,105,297,973,4,8,28,926,18.7
220102001559,SOUTHSIDE JUNIOR HIGH SCHOOL,224,107,331,812,4,10,39,757,18.9,SOUTHSIDE JUNIOR HIGH SCHOOL,312,95,407,923,3,14,44,862,19.6
220102001610,PINE RIDGE SCHOOL,57,9,66,106,0,0,18,87,4.8,PINE RIDGE SCHOOL,14,4,18,31,0,0,5,25,2.4
220102001612,LEVI MILTON ELEMENTARY SCHOOL,166,87,253,579,0,2,45,531,15.4,LEVI MILTON ELEMENTARY SCHOOL,177,72,249,567,0,3,48,515,14.5
220102001707,FRENCH SETTLEMENT ELEMENTARY SCHOOL,172,47,219,453,1,4,16,432,16.2,FRENCH SETTLEMENT ELEMENTARY SCHOOL,160,61,221,473,0,5,11,457,16.9
220102001708,ALBANY MIDDLE SCHOOL,204,71,275,439,0,2,37,400,17.9,ALBANY MIDDLE SCHOOL,237,60,297,478,0,6,53,418,14.9
220102001709,LEWIS VINCENT ELEMENTARY SCHOOL,131,47,178,520,3,7,23,486,16.8,LEWIS VINCENT ELEMENTARY SCHOOL,180,42,222,631,3,27,63,538,17.1
220102001719,NORTH LIVE OAK ELEMENTARY SCHOOL,137,71,208,712,2,3,17,685,17,NORTH LIVE OAK ELEMENTARY SCHOOL,143,74,217,778,2,5,15,754,17.3
220102001720,GRAY`S CREEK ELEMENTARY SCHOOL,203,76,279,498,2,4,4,488,18,GRAY'S CREEK ELEMENTARY SCHOOL,260,70,330,560,3,7,28,522,15.6
220105000412,CHRISTIAN ACRES ALTERNATIVE SCHOOL,0,0,0,88,1,0,78,9,11.7,CHRISTIAN ACRES ALTERNATIVE SCHOOL,0,0,0,89,0,0,79,10,12.700000000000001
220105000728,TALLULAH JUNIOR HIGH SCHOOL,170,11,181,206,2,5,158,41,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220105000779,REUBEN MCCALL JUNIOR HIGH SCHOOL,238,12,250,293,0,0,291,2,15.6,MADISON MIDDLE SCHOOL,464,10,474,544,0,2,492,50,19
220105000780,REUBEN MCCALL SENIOR HIGH SCHOOL,204,7,211,287,0,0,287,0,12.9,MADISON HIGH SCHOOL,324,16,340,500,0,4,467,28,21.400000000000002
220105000781,TALLULAH ELEMENTARY SCHOOL,0,477,477,529,1,11,386,131,17.5,TALLULAH ELEMENTARY SCHOOL,361,13,374,471,4,15,350,101,13.9
220105000782,TALLULAH HIGH SCHOOL,139,6,145,190,1,4,160,25,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220105000785,WRIGHT ELEMENTARY SCHOOL,675,7,682,713,0,0,710,3,19.4,WRIGHT ELEMENTARY SCHOOL,593,21,614,675,0,2,672,1,19.2
220108000787,CARROLL HIGH SCHOOL,527,27,554,729,0,0,726,3,15.9,CARROLL HIGH SCHOOL,546,23,569,700,0,0,700,0,18.8
220108000788,CARROLL JUNIOR HIGH SCHOOL,375,20,395,452,0,2,450,0,17.2,CARROLL JUNIOR HIGH SCHOOL,359,9,368,404,0,0,404,0,14.700000000000001
220108000789,CARVER ELEMENTARY SCHOOL,337,11,348,358,0,0,358,0,14.4,CARVER ELEMENTARY SCHOOL,377,8,385,389,0,0,388,1,14.700000000000001
220108000790,J.S. CLARK ELEMENTARY SCHOOL,216,46,262,448,10,3,344,91,14.6,J.S. CLARK ELEMENTARY SCHOOL,287,28,315,489,5,4,412,68,14.3
220108000791,BARKDULL FAULK ELEMENTARY SCHOOL,279,5,284,293,0,0,289,2,14.1,BARKDULL FAULK ELEMENTARY SCHOOL,267,8,275,280,0,0,273,6,14.9
220108000792,CLARA HALL ACCELERATED SCHOOL,328,16,344,405,0,0,405,0,16.9,CLARA HALL ACCELERATED SCHOOL,351,11,362,383,0,0,381,2,15.3
220108000793,SALLIE HUMBLE ELEMENTARY SCHOOL,235,37,272,377,5,3,240,129,11.7,SALLIE HUMBLE ELEMENTARY SCHOOL,291,28,319,428,13,4,293,118,12.9
220108000794,"MARTIN LUTHER KING, JR. MIDDLE SCHOOL",654,37,691,768,1,0,761,6,16.4,MARTIN LUTHER KING JR. MIDDLE SCHOOL,650,20,670,733,0,0,722,11,16.5
220108000795,BERG JONES ELEMENTARY SCHOOL,440,7,447,454,0,0,454,0,14.2,BERG JONES ELEMENTARY SCHOOL,357,7,364,369,1,1,367,0,13.3
220108000796,ROBERT E. LEE JUNIOR HIGH SCHOOL,269,25,294,466,4,3,340,118,11.9,ROBERT E. LEE JUNIOR HIGH SCHOOL,283,20,303,483,10,4,334,135,15.700000000000001
220108000797,LEXINGTON ELEMENTARY SCHOOL,284,29,313,581,9,13,294,265,15,LEXINGTON ELEMENTARY SCHOOL,205,15,220,541,15,16,210,300,15.700000000000001
220108000798,LINCOLN ELEMENTARY SCHOOL,517,6,523,540,0,0,540,0,16.3,LINCOLN ELEMENTARY SCHOOL,476,9,485,492,0,0,492,0,15.6
220108000799,NEVILLE HIGH SCHOOL,345,38,383,904,17,7,545,335,14.3,NEVILLE HIGH SCHOOL,314,41,355,881,14,6,480,381,14.700000000000001
220108000800,MINNIE RUFFIN ELEMENTARY SCHOOL,394,34,428,503,0,0,501,2,16.3,MINNIE RUFFIN ELEMENTARY SCHOOL,438,25,463,513,0,3,510,0,16.8
220108000803,WOSSMAN HIGH SCHOOL,479,35,514,698,0,2,694,2,14.1,WOSSMAN HIGH SCHOOL,478,36,514,662,1,1,654,6,14.9
220108000831,CYPRESS POINT ELEMENTARY SCHOOL,334,16,350,447,8,0,380,57,15.1,CYPRESS POINT ELEMENTARY SCHOOL,345,20,365,451,3,0,388,60,15.8
220108000983,DROP OUT RECOVERY SCHOOL,67,5,72,125,0,0,119,6,41.7,CAREER DEVELOPMENT CENTER,86,4,90,105,0,1,102,2,30
220108000996,JAMES FOSTER MADISON ELEMENTARY SCHOOL,380,20,400,446,0,0,446,0,14.4,MADISON JAMES FOSTER ELEMENTARY SCHOOL,360,4,364,380,0,0,380,0,14.4
220108001482,THOMAS JEFFERSON ELEMENTARY,290,12,302,314,0,0,314,0,12.8,THOMAS JEFFERSON ELEMENTARY,227,6,233,240,0,0,239,1,12.4
220108001594,SHERROUSE SCHOOL,68,1,69,74,0,1,68,5,8.2,SHERROUSE ACADEMIC CENTER,78,-1,80,86,0,0,83,3,10.8
220111000778,MOREHOUSE MAGNET SCHOOL,120,47,167,418,6,1,106,305,13.4,MOREHOUSE MAGNET SCHOOL,127,42,169,388,7,1,95,283,14.3
220111000804,HENRY V. ADAMS ELEMENTARY SCHOOL,287,9,296,303,0,0,297,6,14,HENRY V. ADAMS ELEMENTARY SCHOOL,306,12,318,326,0,0,320,6,14.8
220111000805,BASTROP HIGH SCHOOL,518,77,595,895,1,1,539,354,13.1,BASTROP HIGH SCHOOL,615,64,679,978,3,4,652,319,14.4
220111000807,MOREHOUSE JUNIOR HIGH SCHOOL,371,38,409,485,0,1,362,121,14.8,MOREHOUSE JUNIOR HIGH SCHOOL,362,31,393,473,0,1,341,130,16.7
220111000808,BEEKMAN JUNIOR HIGH SCHOOL,102,36,138,270,2,0,8,260,16.9,BEEKMAN JUNIOR HIGH SCHOOL,117,43,160,259,2,0,14,243,15.200000000000001
220111000809,BONITA ELEMENTARY SCHOOL,79,2,81,84,0,5,71,8,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220111000810,CARVER ELEMENTARY SCHOOL,148,16,164,195,0,1,175,19,15,CARVER ELEMENTARY SCHOOL,175,8,183,199,0,0,182,17,15.3
220111000811,CHERRY RIDGE ELEMENTARY SCHOOL,259,42,301,362,0,3,158,201,13.5,CHERRY RIDGE ELEMENTARY SCHOOL,251,34,285,354,0,2,180,171,13.1
220111000812,COLLINSTON ELEMENTARY SCHOOL,162,10,172,189,0,2,185,2,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220111000813,DELTA HIGH SCHOOL,212,20,232,254,0,2,241,11,10.2,DELTA JUNIOR HIGH SCHOOL,329,21,350,368,0,8,332,28,13.1
220111000814,EAST SIDE ELEMENTARY SCHOOL,299,21,320,418,0,0,336,82,14.3,EAST SIDE ELEMENTARY SCHOOL,357,23,380,413,0,1,325,87,15.9
220111000817,OAK HILL ELEMENTARY SCHOOL,206,33,239,311,3,1,227,80,12.7,OAK HILL ELEMENTARY SCHOOL,219,12,231,263,1,1,210,51,13.8
220111000819,PINE GROVE ELEMENTARY SCHOOL,180,28,208,332,0,0,33,298,15.8,PINE GROVE ELEMENTARY SCHOOL,233,34,267,385,1,0,52,332,18.3
220111000820,SOUTH SIDE ELEMENTARY SCHOOL,351,27,378,396,0,0,381,15,15.5,SOUTH SIDE ELEMENTARY SCHOOL,321,16,337,358,0,0,348,10,16.2
220111000929,CAREER CENTER,99,10,109,138,0,0,86,52,12.5,CAREER CENTER,117,6,123,156,0,0,95,61,17.3
220111001552,MOREHOUSE ALTERNATIVE SCHOOL,52,1,53,59,0,0,50,9,14,MOREHOUSE ALTERNATIVE SCHOOL,45,-1,46,57,0,0,49,8,8.8
220114000101,LAKEVIEW JUNIOR-SENIOR HIGH SCHOOL,367,56,423,610,6,4,277,323,15.6,LAKEVIEW JUNIOR-SENIOR HIGH SCHOOL,165,20,185,342,0,2,153,187,18
220114000828,EAST NATCHITOCHES ELEMENTARY SCHOOL,251,47,298,392,5,1,279,106,13.8,EAST NATCHITOCHES ELEMENTARY & MIDDLE SCHOOL,313,36,349,432,3,3,338,88,18.2
220114000829,FAIRVIEW-ALPHA ELEMENTARY SCHOOL,373,41,414,516,0,2,247,267,15.6,FAIRVIEW-ALPHA ELEMENTARY & JUNIOR HIGH SCHOOL,491,57,548,708,0,4,380,324,24.400000000000002
220114000830,GOLDONNA ELEMENTARY SCHOOL,138,35,173,229,0,1,55,173,15.3,GOLDONNA ELEMENTARY & JUNIOR HIGH SCHOOL,88,27,115,170,1,1,9,159,15.5
220114000832,MARTHAVILLE ELEM/JR. HIGH SCHOOL,165,41,206,332,0,9,45,276,13.8,MARTHAVILLE ELEMENTARY & JUNIOR HIGH SCHOOL,170,23,193,335,0,11,61,261,18.6
220114000834,NATCHITOCHES CENTRAL HIGH SCHOOL,616,103,719,1322,6,14,693,601,15.1,NATCHITOCHES CENTRAL HIGH SCHOOL,651,95,746,1392,3,18,796,569,20.900000000000002
220114000836,N.S.U. ELEMENTARY LAB SCHOOL,64,13,77,320,7,9,78,219,20,N.S.U. ELEMENTARY LAB SCHOOL,38,12,50,306,6,7,67,218,25.5
220114000838,N.S.U. MIDDLE LAB SCHOOL,39,13,52,200,2,5,74,116,14.3,N.S.U. MIDDLE LAB SCHOOL,34,5,39,195,5,3,56,127,16.3
220114000839,GEORGE L. PARKS ELEMENTARY SCHOOL,458,17,475,504,0,0,495,7,14.4,GEORGE L. PARKS ELEMENTARY & MIDDLE SCHOOL,572,14,586,607,0,2,599,4,26.400000000000002
220114000841,PROVENCAL ELEMENTARY & JUNIOR HIGH SCHOOL,221,66,287,453,4,2,106,336,14.8,PROVENCAL ELEMENTARY & JUNIOR HIGH SCHOOL,234,48,282,478,3,5,94,369,18.5
220114000845,M.R. WEAVER ELEMENTARY SCHOOL,294,42,336,456,0,10,283,157,13.6,M.R. WEAVER ELEMENTARY SCHOOL,403,60,463,599,2,4,433,154,24
220114001404,NATCHITOCHES EDUCATION CENTER,94,3,97,119,0,0,100,19,11.9,NATCHITOCHES CENTRAL HIGH SCHOOL ANNEX,67,-1,69,85,0,0,80,5,-1
220114001616,NATCHITOCHES JUNIOR HIGH SCHOOL,281,32,313,377,0,0,310,65,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220114001617,NORTH NATCHITOCHES ELEMENTARY SCHOOL,484,31,515,592,0,5,462,124,12.6,L.P. VAUGHN ELEMENTARY & MIDDLE SCHOOL,441,41,482,578,0,10,487,81,19.900000000000002
220114001930,CLOUTIERVILLE ELEMENTARY SCHOOL,359,49,408,460,0,2,268,180,16.4,CLOUTIERVILLE ELEMENTARY SCHOOL,294,31,325,396,0,2,245,139,16.5
220117000234,NEW ORLEANS SCIENCE AND MATHEMATICS HS,0,0,0,23,0,1,11,11,1.4,NEW ORLEANS CHARTER SCIENCE AND MATHEMATICS HS,220,11,231,271,6,4,223,38,10.8
220117000414,DR. M.L.K. ELEM. SCHOOL FOR SCIENCE & TECH.,658,46,704,733,0,0,733,0,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000847,RAY ABRAMS ELEMENTARY SCHOOL,427,21,448,521,1,8,512,0,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000848,MARION ABRAMSON SENIOR HIGH SCHOOL,781,19,800,1541,124,4,1399,13,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000849,HENRY W. ALLEN ELEMENTARY SCHOOL,494,51,545,614,2,5,605,2,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000851,AGNES L. BAUDUIT ELEMENTARY SCHOOL,244,6,250,265,0,1,262,2,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000852,THURGOOD MARSHALL SCHOOL,498,66,564,726,2,21,698,5,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000853,MARTIN BEHRMAN ELEMENTARY SCHOOL,583,10,593,627,1,6,607,13,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000854,ANDREW J. BELL JUNIOR HIGH SCHOOL,247,3,250,283,0,0,283,0,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000856,MARY BETHUNE ACCELERATED SCHOOL,207,5,212,223,0,2,220,1,15.9,MARY BETHUNE ELEMENTARY LITERATURE/TECHNOLOGY,270,-1,273,299,1,20,275,3,12.5
220117000857,BIENVILLE ELEMENTARY SCHOOL,339,16,355,374,0,4,370,0,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000858,VILLAGE DE L`EST ELEMENTARY SCHOOL,682,59,741,818,266,19,522,9,20,EINSTEIN CHARTER SCHOOL,360,27,387,429,183,4,240,2,20.400000000000002
220117000859,STUART R. BRADLEY ELEMENTARY SCHOOL,528,32,560,596,1,4,589,2,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000861,G. W. CARVER HIGH SCHOOL,546,12,558,746,1,0,744,1,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000863,FLORENCE J. CHESTER ELEMENTARY SCHOOL,323,0,323,326,0,1,325,0,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000864,PARKVIEW FUNDAMENTAL MAGNET SCHOOL,480,88,568,694,1,2,687,4,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000865,JOSEPH S. CLARK SENIOR HIGH SCHOOL,337,4,341,539,0,1,538,0,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000866,MARY D. COGHILL ELEMENTARY SCHOOL,273,39,312,346,1,3,340,2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000867,WALTER L. COHEN HIGH SCHOOL,544,21,565,750,1,2,743,4,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000868,CHARLES J. COLTON MIDDLE SCHOOL,447,4,451,499,0,6,489,4,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000869,A.P. TUREAUD ELEMENTARY SCHOOL,312,4,316,351,0,3,348,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000870,JOSEPH A. CRAIG SCHOOL,340,5,345,374,1,0,371,2,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000871,LAWRENCE D. CROCKER ELEMENTARY SCHOOL,439,15,454,511,0,0,511,0,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000872,A.D. CROSSMAN ELEMENTARY SCHOOL,418,13,431,459,6,70,377,6,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000874,MARY CHURCH TERRELL ELEMENTARY SCHOOL,217,6,223,256,0,0,256,0,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000875,ERNEST N. 'DUTCH' MORIAL SCHOOL,589,13,602,624,1,2,618,3,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000877,JOHN DIBERT ELEMENTARY SCHOOL,278,46,324,382,3,9,362,6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000878,PAUL L. DUNBAR ELEMENTARY SCHOOL,372,5,377,395,0,0,395,0,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000880,WARREN EASTON FUNDAMENTAL SR HIGH SCHOOL,624,103,727,1330,10,52,1265,3,19.4,WARREN EASTON SENIOR HIGH SCHOOL,724,9,733,792,2,32,756,2,23.2
220117000881,THOMAS ALVA EDISON ELEMENTARY SCHOOL,801,6,807,832,0,0,831,0,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000882,HELEN S. EDWARDS ELEMENTARY SCHOOL,376,0,376,379,0,0,379,0,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000883,DWIGHT D. EISENHOWER ELEMENTARY SCHOOL,471,55,526,655,59,11,565,15,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000885,WILLIAM J. FISCHER ELEMENTARY SCHOOL,432,9,441,465,0,0,463,2,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000886,FISK-HOWARD ELEMENTARY SCHOOL,452,8,460,471,4,55,403,9,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000887,ALCEE FORTIER HIGH SCHOOL,525,14,539,925,1,4,914,5,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000888,BENJAMIN FRANKLIN SENIOR HIGH SCHOOL,59,15,74,888,123,33,239,493,14.9,BENJAMIN FRANKLIN HIGH SCHOOL,274,6,280,628,110,30,152,336,13.700000000000001
220117000889,WILLIAM FRANTZ ELEMENTARY SCHOOL,190,8,198,212,0,0,212,0,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000892,ORETHA CASTLE HALEY ELEMENTARY SCHOOL,507,6,513,525,1,2,522,0,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000893,GENTILLY TERRACE ELEMENTARY SCHOOL,519,53,572,633,0,5,626,2,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000894,JEAN GORDON SCHOOL,375,73,448,664,6,11,622,25,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000897,S.J. GREEN MIDDLE SCHOOL,211,3,214,241,0,0,241,0,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000898,F.W. GREGORY JUNIOR HIGH SCHOOL,518,15,533,908,0,5,899,3,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000899,WILLIAM J. GUSTE ELEMENTARY SCHOOL,394,6,400,403,0,3,400,0,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000900,PAUL B. HABANS ELEMENTARY SCHOOL,382,39,421,509,3,18,481,6,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000901,JOSEPH A. HARDIN SCHOOL,343,3,346,349,0,0,349,0,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000903,ALICE M. HARTE SCHOOL,236,26,262,784,23,39,468,251,15.7,ALICE HARTE ELEMENTARY CHARTER SCHOOL,397,90,487,624,15,22,517,68,13.1
220117000905,MURRAY HENDERSON MIDDLE SCHOOL,156,5,161,177,0,1,176,0,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000906,JOHN W. HOFFMAN ELEMENTARY SCHOOL,226,0,226,229,0,0,229,0,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000907,EDWARD HYNES ELEMENTARY SCHOOL,221,65,286,789,20,33,386,349,16.6,EDWARD HYNES CHARTER SCHOOL,227,19,246,326,7,9,245,65,12.1
220117000908,ANDREW JACKSON ELEMENTARY SCHOOL,271,5,276,279,0,0,278,1,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000909,JAMES WELDON JOHNSON SCHOOL,243,2,245,254,1,0,253,0,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000910,VALENA C. JONES ELEMENTARY SCHOOL,779,34,813,866,0,1,863,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000911,EDNA KARR MAGNET SCHOOL,385,80,465,1081,68,25,913,73,18.9,EDNA KARR SECONDARY SCHOOL,463,103,566,762,29,19,694,20,16.4
220117000912,JOHN F. KENNEDY SENIOR HIGH SCHOOL,505,6,511,991,2,5,983,1,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000914,LAFAYETTE ELEMENTARY SCHOOL,565,13,578,708,0,0,707,1,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000915,THOMY LAFON SCHOOL,226,6,232,235,0,0,234,1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000916,L.B. LANDRY HIGH SCHOOL,625,14,639,891,2,2,878,8,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000917,LAUREL ELEMENTARY SCHOOL,372,7,379,402,0,5,397,0,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000919,LAWLESS HIGH SCHOOL,329,7,336,542,0,0,541,1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000920,RONALD G. MCNAIR ELEMENTARY SCHOOL,253,19,272,284,0,4,280,0,16.7,PRIESTLEY SCHOOL OF ARCHITECTURE/CONSTRUCTION,50,0,50,65,0,0,62,2,12
220117000922,LITTLE WOODS ELEMENTARY SCHOOL,802,47,849,908,0,2,901,5,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000924,LIVINGSTON MIDDLE SCHOOL,384,17,401,526,1,4,516,5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000925,JOHNSON C. LOCKETT ELEMENTARY SCHOOL,436,9,445,467,0,0,467,0,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000926,LUSHER ELEMENTARY/MIDDLE SCHOOL,206,76,282,1157,69,52,554,477,15.3,LUSHER CHARTER SCHOOL,607,76,683,1253,67,59,513,611,14.200000000000001
220117000928,JOHN MCDONOGH SENIOR HIGH SCHOOL,705,15,720,1140,0,7,1126,6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000930,MCDONOGH #07 ELEMENTARY SCHOOL,221,8,229,234,1,1,232,0,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000932,MCDONOGH #15 CREATIVE ARTS MAGNET SCHOOL,321,29,350,383,3,5,359,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000934,LOUIS ARMSTRONG ELEMENTARY SCHOOL,367,7,374,378,0,1,377,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000935,BENJAMIN BANNEKER ELEMENTARY SCHOOL,256,13,269,278,0,4,271,2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000936,MCDONOGH #28 MIDDLE SCHOOL,169,5,174,187,1,0,184,2,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000937,MORRIS F.X. JEFF ELEMENTARY SCHOOL,291,4,295,302,0,1,295,6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000938,MCDONOGH #32 ELEMENTARY SCHOOL,565,12,577,603,0,3,599,1,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000939,MCDONOGH #35 SENIOR HIGH SCHOOL,538,55,593,1046,1,2,1043,0,21.3,MCDONOGH #35 SENIOR HIGH SCHOOL,540,-1,542,981,1,6,973,0,17.5
