NCESSCH,SCHNAM04,FRELCH04,REDLCH04,TOTFRL04,MEMBER04,ASIAN04,HISP04,BLACK04,WHITE04,PUPTCH04,SCHNAM06,FRELCH06,REDLCH06,TOTFRL06,MEMBER06,ASIAN06,HISP06,BLACK06,WHITE06,PUPTCH06
220117000942,AVERY ALEXANDER SCHOOL,533,44,577,637,1,8,623,4,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000943,BARBARA JORDAN ELEMENTARY SCHOOL,228,14,242,267,0,0,266,0,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000944,MCDONOGH #42 ELEMENTARY SCHOOL,443,2,445,457,0,0,457,0,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000945,MCMAIN MAGNET SECONDARY SCHOOL,505,77,582,1242,114,15,1079,33,18.3,ELEANOR MCMAIN SECONDARY SCHOOL,623,34,657,698,117,2,577,2,12.700000000000001
220117000946,HARRIET TUBMAN ELEMENTARY SCHOOL,622,37,659,687,0,9,670,8,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000947,NEW ORLEANS CHARTER MIDDLE SCHOOL,293,58,351,364,2,3,359,0,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000949,MEDARD H. NELSON ELEMENTARY SCHOOL,415,10,425,453,0,1,452,0,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000950,NEW ORLEANS CENTER FOR CREATIVE ARTS ACADEMY,77,10,87,127,1,4,113,9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000953,FREDRICK A. DOUGLASS HIGH SCHOOL,537,9,546,724,0,3,720,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000956,LORRAINE HANSBERRY ELEMENTARY SCHOOL,420,6,426,443,0,0,443,0,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000957,ISRAEL MEYER AUGUSTINE MIDDLE SCHOOL,247,3,250,313,1,7,303,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000958,EDWARD PHILLIPS MIDDLE SCHOOL,157,0,157,173,0,0,172,1,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000959,VORICE JACKSON WATERS ELEMENTARY SCHOOL,507,2,509,530,0,0,530,0,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000961,RABOUIN CAREER MAGNET HIGH SCHOOL,426,28,454,658,0,3,652,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000962,"GEORGE O. MONDY, JR. ELEMENTARY SCHOOL",283,5,288,294,0,0,294,0,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000963,JULIUS ROSENWALD ACCELERATED SCHOOL,389,20,409,454,14,5,430,4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000964,H.C. SCHAUMBURG ELEMENTARY SCHOOL,618,47,665,831,3,4,813,11,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000967,JOHN A. SHAW ELEMENTARY SCHOOL,483,21,504,522,0,0,522,0,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000968,SHERWOOD FOREST ELEMENTARY SCHOOL,646,51,697,764,79,7,674,4,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000972,O. P. WALKER SENIOR HIGH SCHOOL,928,35,963,1379,29,22,1316,12,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000973,BOOKER T. WASHINGTON SCHOOL,305,3,308,383,0,0,381,2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000974,DR. CHARLES RICHARD DREW ELEMENTARY SCHOOL,554,8,562,583,1,1,575,4,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000975,PHILLIS WHEATLEY ELEMENTARY SCHOOL,345,3,348,377,0,0,377,0,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000976,LANGSTON HUGHES ELEMENTARY SCHOOL,300,16,316,337,1,2,334,0,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000977,ALBERT WICKER ELEMENTARY SCHOOL,526,1,527,544,1,0,543,0,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000978,SYLVANIE F. WILLIAMS SCHOOL,300,2,302,313,0,0,313,0,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000979,ANDREW H. WILSON ELEMENTARY SCHOOL,424,17,441,505,0,2,502,1,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000980,CARTER G. WOODSON MIDDLE SCHOOL,273,7,280,302,0,1,301,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117000981,SOPHIE B. WRIGHT MIDDLE SCHOOL,175,1,176,220,0,0,218,1,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001202,MIDDLE LEVEL ALTERNATIVE SCHOOL,37,0,37,60,0,1,59,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001208,JAMES M. SINGLETON CHARTER MIDDLE SCHOOL,253,8,261,296,0,0,296,0,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001430,CARVER MIDDLE SCHOOL,248,5,253,305,0,0,305,0,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001449,N. O. PUBLIC SCHOOLS ALTERNATIVE HIGH SCHOOL,44,2,46,51,0,2,49,0,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001465,MARTIN L. KING MIDDLE SCHOOL,438,18,456,485,0,0,485,0,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001522,YOUTH STUDY CENTER,24,0,24,70,0,1,69,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001526,ARTHUR ASHE SCHOOL,25,0,25,51,0,0,51,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001620,AUDUBON MONTESSORI SCHOOL,160,43,203,496,15,15,292,172,14.2,AUDUBON CHARTER SCHOOL,274,35,309,503,10,23,286,183,11.8
220117001622,NEW ORLEANS FREE SCHOOL,256,10,266,304,0,0,297,7,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001682,CENTER FOR REAL WORLD OPTIONS,44,1,45,75,0,0,75,0,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001800,HARNEY ELEMENTARY SCHOOL,460,10,470,482,0,1,481,0,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001803,LAKE AREA MIDDLE SCHOOL,259,33,292,378,0,7,363,8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001804,NEW ORLEANS HIGH SCHOOL SIGNATURE CENTERS,384,27,411,627,2,4,615,6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001820,MILDRED OSBORNE SCHOOL,716,60,776,879,8,5,857,9,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001822,FANNIE C. WILLIAMS MIDDLE SCHOOL,656,34,690,935,78,7,847,3,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001829,FRANCES GAUDET ELEMENTARY SCHOOL,739,14,753,833,3,9,819,1,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001830,ROBERT R. MOTON ELEMENTARY SCHOOL,334,12,346,352,0,0,352,0,44.6,ROBERT RUSSA MOTON CHARTER SCHOOL,141,-1,144,185,0,0,185,0,20.6
220117001931,EAST NEW ORLEANS EDUCATIONAL CENTER,44,1,45,76,0,0,75,1,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001933,SARAH TOWLES REED SENIOR HIGH SCHOOL,607,29,636,1187,71,20,1085,11,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001936,JUVENILE ALTERNATIVE SCHOOL,17,0,17,101,0,1,100,0,20.2,JUVENILE ALTERNATIVE CENTER,79,0,79,316,0,1,314,1,105.3
220117001937,LAKE FOREST MONTESSORI MAGNET SCHOOL,237,45,282,361,2,2,357,0,20.1,LAKE FOREST ELEMENTARY CHARTER SCHOOL,240,40,280,323,8,6,302,6,14.700000000000001
220117001938,BENJAMIN FRANKLIN ELEM. MATH-SCIENCE MAGNET,170,49,219,380,0,2,375,3,14.3,BENJAMIN FRANKLIN ELEM. MATH-SCIENCE MAGNET,380,38,418,452,1,7,440,2,10.8
220117001957,NEW ORLEANS NEW TECHNOLOGY HIGH SCHOOL,58,4,62,80,0,0,79,1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220117001985,URBAN LEAGUE STREET ACADEMY,45,0,45,67,0,0,67,0,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220120000986,CENTRAL ELEMENTARY SCHOOL,151,45,196,412,0,2,34,376,15.8,CENTRAL ELEMENTARY SCHOOL,144,47,191,446,2,2,25,417,17.6
220120000987,CLAIBORNE SCHOOL,112,59,171,603,9,11,10,573,18,CLAIBORNE SCHOOL,124,60,184,687,8,4,12,663,19.6
220120000988,CROSLEY ELEMENTARY SCHOOL,117,12,129,158,0,3,83,72,14.4,CROSLEY ELEMENTARY SCHOOL,118,17,135,180,1,3,101,75,17.8
220120000989,DREW ELEMENTARY SCHOOL,110,37,147,536,1,1,10,524,18.2,DREW ELEMENTARY SCHOOL,135,34,169,560,2,2,13,543,17.8
220120000990,JACK HAYES ELEMENTARY SCHOOL,243,59,302,609,30,5,301,270,15.8,JACK HAYES ELEMENTARY SCHOOL,269,101,370,626,5,6,389,224,15.700000000000001
220120000992,HIGHLAND ELEMENTARY SCHOOL,79,14,93,219,1,4,20,194,8.6,HIGHLAND ELEMENTARY SCHOOL,88,13,101,228,3,4,19,201,12.1
220120000993,KIROLI ELEMENTARY SCHOOL,109,44,153,496,1,2,48,445,15.8,KIROLI ELEMENTARY SCHOOL,123,31,154,529,10,9,45,464,17.3
220120000994,LAKESHORE SCHOOL,256,55,311,576,5,6,227,338,17.6,LAKESHORE SCHOOL,299,54,353,635,4,12,293,324,17.1
220120000995,LENWIL ELEMENTARY SCHOOL,250,35,285,342,0,0,5,336,14.6,LENWIL ELEMENTARY SCHOOL,255,42,297,351,0,1,8,341,16.3
220120000998,BOLEY ELEMENTARY SCHOOL,143,14,157,203,1,4,106,92,13.1,BOLEY ELEMENTARY SCHOOL,132,15,147,193,2,10,102,79,16
220120001001,OUACHITA PARISH HIGH SCHOOL,349,67,416,1105,12,7,459,627,14,OUACHITA PARISH HIGH SCHOOL,412,85,497,1181,10,11,578,582,13.700000000000001
220120001002,OUACHITA JUNIOR HIGH SCHOOL,282,39,321,656,5,8,290,353,13.2,OUACHITA JUNIOR HIGH SCHOOL,349,59,408,739,7,4,399,326,15
220120001004,PINECREST ELEMENTARY/MIDDLE SCHOOL,74,26,100,234,0,0,2,232,13.4,PINECREST ELEMENTARY/MIDDLE SCHOOL,67,28,95,231,0,0,1,230,13
220120001006,OUACHITA PARISH ALTERNATIVE CENTER,122,9,131,195,0,0,68,127,9.6,OUACHITA PARISH ALTERNATIVE CENTER,251,13,264,382,1,4,171,205,16.3
220120001008,RISER ELEMENTARY SCHOOL,261,50,311,374,0,2,73,298,16.3,RISER ELEMENTARY SCHOOL,253,38,291,357,0,4,71,281,16.6
220120001009,RISER MIDDLE SCHOOL,418,41,459,523,0,10,219,292,11.7,RISER MIDDLE SCHOOL,385,43,428,498,0,11,219,268,11.4
220120001010,ROBINSON ELEMENTARY SCHOOL,437,21,458,497,0,3,479,15,17.9,ROBINSON ELEMENTARY SCHOOL,486,17,503,531,0,0,509,22,15.8
220120001011,SHADY GROVE ELEMENTARY SCHOOL,398,20,418,447,0,0,393,54,15.1,SHADY GROVE ELEMENTARY SCHOOL,425,34,459,501,2,1,461,37,16
220120001012,A.L. SMITH SCHOOL,155,22,177,437,10,7,88,332,17.8,A.L. SMITH SCHOOL,160,31,191,507,15,12,77,403,17.8
220120001013,STERLINGTON HIGH SCHOOL,105,22,127,472,4,4,76,388,14.8,STERLINGTON HIGH SCHOOL,95,16,111,469,8,9,80,372,13.3
220120001014,SWARTZ ELEMENTARY SCHOOL,216,42,258,600,6,3,153,438,17.9,SWARTZ UPPER ELEMENTARY SCHOOL,209,35,244,535,6,5,141,381,15.5
220120001016,SWAYZE ELEMENTARY SCHOOL,325,15,340,347,0,0,347,0,16.1,SWAYZE ELEMENTARY SCHOOL,362,14,376,385,0,2,378,5,13.9
220120001017,WEST MONROE HIGH SCHOOL,490,95,585,1942,12,25,323,1581,15.2,WEST MONROE HIGH SCHOOL,470,103,573,1942,20,25,321,1575,15.700000000000001
220120001020,WOODLAWN ELEMENTARY SCHOOL,153,51,204,549,0,1,7,540,17.7,WOODLAWN ELEMENTARY SCHOOL,209,65,274,635,2,4,5,624,18.1
220120001021,WOODLAWN MIDDLE SCHOOL,79,30,109,284,0,4,7,273,13.3,WOODLAWN MIDDLE SCHOOL,66,26,92,256,0,1,3,251,12.200000000000001
220120001466,RIVERBEND ELEMENTARY SCHOOL,334,17,351,370,0,12,288,70,13.6,RIVERBEND ELEMENTARY SCHOOL,356,15,371,394,1,9,322,62,12.8
220120001525,RICHWOOD HIGH SCHOOL,739,32,771,890,4,0,874,12,15.3,RICHWOOD HIGH SCHOOL,406,20,426,498,3,0,491,4,12.9
220120001527,CALHOUN ELEMENTARY SCHOOL,163,39,202,450,3,2,20,425,18,CALHOUN ELEMENTARY SCHOOL,154,42,196,483,0,4,23,456,18.6
220120001528,OUACHITA PARISH SCHOOL SYSTEM EXPULSION CENTER,37,3,40,53,0,0,25,28,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220120001553,SWARTZ LOWER ELEMENTARY SCHOOL,175,19,194,497,3,5,109,380,20.3,SWARTZ LOWER ELEMENTARY SCHOOL,208,34,242,510,7,1,137,365,19.5
220120001557,WEST RIDGE MIDDLE SCHOOL,122,43,165,622,10,5,16,590,15.6,WEST RIDGE MIDDLE SCHOOL,125,33,158,636,4,5,19,608,16.3
220120001564,GOOD HOPE MIDDLE SCHOOL,168,48,216,684,5,5,95,579,14.9,GOOD HOPE MIDDLE SCHOOL,126,39,165,615,3,5,80,527,13.9
220120001889,CALHOUN MIDDLE SCHOOL,167,43,210,477,1,0,43,432,16.2,CALHOUN MIDDLE SCHOOL,150,55,205,477,1,2,30,444,15.4
220120001939,WEST OUACHITA HIGH SCHOOL,215,72,287,980,5,9,56,909,15.6,WEST OUACHITA HIGH SCHOOL,208,63,271,935,2,9,44,879,13.8
220120001940,GEORGE WELCH ELEMENTARY SCHOOL,69,31,100,489,4,1,5,479,17.2,GEORGE WELCH ELEMENTARY SCHOOL,81,31,112,496,4,4,3,485,16.3
220123000366,BELLE CHASSE PRIMARY SCHOOL,397,129,526,944,23,22,167,719,16.6,BELLE CHASSE PRIMARY SCHOOL,449,147,596,1087,33,26,270,750,14.9
220123001022,BELLE CHASSE HIGH SCHOOL,180,82,262,779,16,23,133,597,15.1,BELLE CHASSE HIGH SCHOOL,135,55,190,868,35,38,194,596,13.6
220123001023,BELLE CHASSE MIDDLE SCHOOL,296,103,399,736,15,18,139,561,17.5,BELLE CHASSE MIDDLE SCHOOL,283,92,375,721,22,12,168,510,12.200000000000001
220123001024,BOOTHVILLE-VENICE SCHOOL,338,63,401,463,22,5,151,277,12.7,BOOTHVILLE-VENICE ELEMENTARY SCHOOL,109,13,122,179,19,0,19,135,16.3
220123001025,BURAS HIGH SCHOOL,560,85,645,856,137,1,188,520,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220123001026,PHOENIX HIGH SCHOOL,320,20,340,355,1,6,345,3,12.1,PHOENIX HIGH SCHOOL,104,19,123,184,0,0,181,1,10.5
220123001027,PORT SULPHUR HIGH SCHOOL,547,33,580,618,0,5,483,95,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220123001941,BURAS MIDDLE SCHOOL,169,34,203,273,40,0,61,171,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220126001028,LABARRE ELEMENTARY SCHOOL,184,22,206,244,0,0,230,14,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220126001029,LIVONIA HIGH SCHOOL,264,71,335,602,2,1,213,386,14.5,LIVONIA HIGH SCHOOL,281,58,339,607,2,4,238,363,18.8
220126001030,MORGANZA ELEMENTARY SCHOOL,114,3,117,128,0,0,112,16,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220126001034,UPPER POINTE COUPEE ELEMENTARY SCHOOL,217,5,222,232,0,13,208,11,11.5,UPPER POINTE COUPEE ELEMENTARY SCHOOL,282,13,295,324,0,18,281,25,15.1
220126001036,VALVERDA ELEMENTARY SCHOOL,335,74,409,594,2,4,130,456,16.9,VALVERDA ELEMENTARY SCHOOL,299,74,373,591,1,3,183,401,15.3
220126002000,ROSENWALD ELEMENTARY SCHOOL,306,13,319,332,0,1,331,0,17.5,ROSENWALD ELEMENTARY SCHOOL,406,32,438,495,0,0,488,7,13.8
220126002001,ROUGON ELEMENTARY SCHOOL,188,26,214,257,3,9,85,160,14.4,ROUGON ELEMENTARY SCHOOL,262,40,302,381,3,9,178,191,16.6
220126002002,POINTE COUPEE CENTRAL HIGH SCHOOL,537,15,552,620,0,2,590,28,12.8,POINTE COUPEE CENTRAL HIGH SCHOOL,478,22,500,600,0,1,588,11,17.5
220129000115,ST. MARY`S DAY SCHOOL,11,2,13,130,1,3,37,89,5.4,ST. MARY'S DAY SCHOOL,9,0,9,117,0,2,26,89,5.6000000000000005
220129000148,EWELL S. AIKEN OPTIONAL SCHOOL,169,15,184,340,1,1,217,121,17.4,EWELL S. AIKEN OPTIONAL SCHOOL,149,7,156,313,3,1,207,102,15.700000000000001
220129000239,OAK HILL ELEMENTARY SCHOOL,220,74,294,493,0,11,2,471,17,OAK HILL ELEMENTARY SCHOOL,227,105,332,548,5,3,4,527,16.5
220129000374,PHOENIX MAGNET ELEMENTARY SCHOOL,107,57,164,531,9,8,194,317,19,PHOENIX MAGNET ELEMENTARY SCHOOL,158,48,206,614,15,9,233,353,19.1
220129000580,RAPIDES MOTIVATIONAL CENTER,45,2,47,61,0,1,39,20,4.9,LEARNING EFFECTIVE ATTITUDES & DISCIPLINE CTR,65,4,69,95,1,0,82,12,11.9
220129000586,LOUISIANA YOUTH ACADEMY,5,0,5,134,0,1,85,48,26.8,LOUISIANA YOUTH ACADEMY,5,-1,6,139,0,4,82,53,23.2
220129001038,ACADIAN ELEMENTARY SCHOOL,294,13,307,315,0,0,302,9,12.6,ACADIAN ELEMENTARY SCHOOL,278,11,289,307,0,0,301,2,13.8
220129001039,ALEXANDRIA MIDDLE MAGNET SCHOOL,468,49,517,643,11,2,476,152,13.2,ALEXANDRIA MIDDLE MAGNET SCHOOL,555,40,595,726,9,2,566,146,14.5
220129001040,ALEXANDRIA SENIOR HIGH SCHOOL,313,64,377,1034,13,9,415,591,18,ALEXANDRIA SENIOR HIGH SCHOOL,343,78,421,1108,15,11,456,624,17.2
220129001041,J.I. BARRON SR. ELEMENTARY SCHOOL,226,61,287,647,20,8,126,490,15.1,J.I. BARRON SR. ELEMENTARY SCHOOL,274,89,363,753,28,10,157,554,15.9
220129001042,BOLTON HIGH SCHOOL,284,40,324,630,32,2,290,305,12,BOLTON HIGH SCHOOL,259,41,300,594,15,4,280,295,11.200000000000001
220129001044,SCOTT M. BRAME MIDDLE SCHOOL,358,65,423,783,8,7,365,397,16.7,SCOTT M. BRAME MIDDLE SCHOOL,363,60,423,822,17,6,376,414,16.6
220129001045,MABEL BRASHER ELEMENTARY SCHOOL,374,24,398,431,5,6,326,87,14.7,MABEL BRASHER ELEMENTARY SCHOOL,274,19,293,318,2,4,236,74,12.5
220129001046,BUCKEYE ELEMENTARY SCHOOL,191,91,282,587,1,3,0,581,17.8,BUCKEYE ELEMENTARY SCHOOL,227,105,332,661,1,5,2,651,15.3
220129001047,BUCKEYE HIGH SCHOOL,193,83,276,773,1,3,6,759,17.3,BUCKEYE HIGH SCHOOL,191,72,263,748,3,5,5,726,17.400000000000002
220129001048,CHEROKEE ELEMENTARY SCHOOL,291,74,365,615,12,11,259,330,16.9,CHEROKEE ELEMENTARY SCHOOL,376,68,444,720,20,5,313,379,17.400000000000002
220129001050,GLENMORA ELEMENTARY SCHOOL,209,33,242,336,5,24,81,223,15.4,GLENMORA ELEMENTARY SCHOOL,227,46,273,353,7,29,85,228,15.5
220129001051,GLENMORA HIGH SCHOOL,151,46,197,320,2,35,58,222,15.6,GLENMORA HIGH SCHOOL,168,29,197,303,4,41,54,199,13
220129001052,MARY GOFF ELEMENTARY SCHOOL,185,45,230,360,3,19,23,313,14.6,MARY GOFF ELEMENTARY SCHOOL,171,30,201,321,2,13,28,271,12
220129001053,HORSESHOE DRIVE ELEMENTARY SCHOOL,285,21,306,331,1,0,285,45,10.6,HORSESHOE DRIVE ELEMENTARY SCHOOL,280,29,309,334,2,0,295,36,10.9
220129001054,D.F. HUDDLE ELEMENTARY SCHOOL,350,13,363,374,0,0,356,18,15.4,D.F. HUDDLE ELEMENTARY SCHOOL,407,10,417,427,0,2,412,13,14.700000000000001
220129001055,ARTHUR F. SMITH MIDDLE MAGNET SCHOOL,526,33,559,598,4,0,569,24,16.4,ARTHUR F. SMITH MIDDLE MAGNET SCHOOL,440,32,472,503,0,1,486,13,13.200000000000001
220129001059,WALTER D. HADNOT ELEMENTARY SCHOOL,254,15,269,288,1,0,284,3,11.9,HADNOT-HAYES ELEMENTARY SCHOOL,267,14,281,290,0,1,285,3,11.8
220129001060,MARTIN PARK ELEMENTARY SCHOOL,220,19,239,272,1,1,235,32,11,MARTIN PARK ELEMENTARY SCHOOL,273,19,292,311,0,1,288,21,11.700000000000001
220129001062,J.B. NACHMAN ELEMENTARY SCHOOL,306,51,357,577,15,9,218,334,14,J.B. NACHMAN ELEMENTARY SCHOOL,324,69,393,605,25,13,203,362,13.1
220129001063,NORTH BAYOU RAPIDES ELEMENTARY SCHOOL,258,12,270,293,2,6,229,55,12.9,NORTH BAYOU RAPIDES ELEMENTARY SCHOOL,260,8,268,281,2,1,242,35,11
220129001064,OAK HILL HIGH SCHOOL,101,46,147,327,3,2,5,311,16.4,OAK HILL HIGH SCHOOL,83,51,134,299,1,2,1,290,14.8
220129001065,PARADISE ELEMENTARY SCHOOL,228,43,271,397,2,3,98,291,12.5,PARADISE ELEMENTARY SCHOOL,254,49,303,468,3,4,117,344,14.4
220129001066,PEABODY MONTESSORI ELEMENTARY SCHOOL,201,48,249,393,4,0,197,189,15.5,PEABODY MONTESSORI ELEMENTARY SCHOOL,184,57,241,388,4,1,185,195,14.200000000000001
220129001067,PEABODY MAGNET HIGH SCHOOL,574,37,611,747,3,0,710,31,15.3,PEABODY MAGNET HIGH SCHOOL,547,62,609,782,3,0,739,36,14.5
220129001068,PINEVILLE ELEMENTARY SCHOOL,314,33,347,394,19,1,224,149,13.8,PINEVILLE ELEMENTARY SCHOOL,353,32,385,417,22,5,270,119,14.4
220129001069,PINEVILLE HIGH SCHOOL,318,74,392,1055,29,4,287,734,17.2,PINEVILLE HIGH SCHOOL,391,67,458,1178,26,6,346,793,17.3
220129001070,PINEVILLE JUNIOR HIGH SCHOOL,304,46,350,613,11,2,211,382,17.3,PINEVILLE JUNIOR HIGH SCHOOL,317,51,368,640,12,3,250,372,15.3
220129001071,PLAINVIEW HIGH SCHOOL,157,38,195,265,2,1,1,204,12.9,PLAINVIEW HIGH SCHOOL,175,23,198,275,2,1,1,223,13.200000000000001
220129001072,POLAND JUNIOR HIGH SCHOOL,179,37,216,296,0,1,106,188,13,POLAND JUNIOR HIGH SCHOOL,207,41,248,329,3,2,124,198,13.3
220129001073,RAPIDES HIGH SCHOOL,128,25,153,265,4,8,86,166,15.3,RAPIDES HIGH SCHOOL,104,29,133,230,2,12,71,144,12.6
220129001074,CARTER C. RAYMOND MIDDLE SCHOOL,150,24,174,208,7,6,113,80,14.9,CARTER C. RAYMOND MIDDLE SCHOOL,136,28,164,198,3,16,103,73,13
220129001075,REED AVENUE ELEMENTARY SCHOOL,269,4,273,279,0,0,268,7,17.1,REED AVENUE ELEMENTARY SCHOOL,246,-1,247,263,3,0,253,5,12.5
220129001076,ROSENTHAL MONTESSORI ELEMENTARY SCHOOL,219,33,252,324,3,0,184,135,12.4,ROSENTHAL MONTESSORI ELEMENTARY SCHOOL,212,26,238,321,3,1,157,157,12.200000000000001
220129001077,RUBY-WISE ELEMENTARY SCHOOL,147,50,197,417,0,4,9,403,15.6,RUBY-WISE ELEMENTARY SCHOOL,152,61,213,444,0,4,16,423,16
220129001078,L.S. RUGG ELEMENTARY SCHOOL,275,29,304,332,1,2,293,34,12.1,L.S. RUGG ELEMENTARY SCHOOL,265,16,281,307,0,4,254,46,10.3
220129001080,W.O. HALL ELEMENTARY SCHOOL,266,14,280,294,0,1,289,4,17,W.O. HALL ELEMENTARY SCHOOL,231,19,250,266,0,1,220,45,11.8
220129001081,J.S. SLOCUM ELEMENTARY SCHOOL,310,47,357,397,0,3,184,208,12.7,LESSIE MOORE ELEMENTARY SCHOOL,357,46,403,470,1,3,260,197,13.9
220129001083,ALMA REDWINE ELEMENTARY SCHOOL,159,4,163,169,0,0,163,3,11.3,ALMA REDWINE ELEMENTARY SCHOOL,223,6,229,236,0,0,232,2,12.1
220129001084,TIOGA HIGH SCHOOL,342,98,440,856,6,9,223,613,15.9,TIOGA HIGH SCHOOL,363,95,458,843,4,13,247,576,15
220129001085,TIOGA JUNIOR HIGH SCHOOL,295,57,352,534,3,7,190,332,15.3,TIOGA JUNIOR HIGH SCHOOL,324,50,374,576,5,6,181,379,16.3
220129001562,BALL ELEMENTARY SCHOOL,185,38,223,335,0,3,28,304,15.5,BALL ELEMENTARY SCHOOL,223,47,270,360,1,3,41,315,14.700000000000001
220129001563,TIOGA ELEMENTARY SCHOOL,298,68,366,507,1,7,70,423,16.2,TIOGA ELEMENTARY SCHOOL,323,74,397,546,0,13,79,445,14.6
220129001684,RAPIDES PRE-GED CENTER,46,7,53,72,0,0,31,41,9,J.S. SLOCUM LEARNING CENTER,44,4,48,71,1,0,29,41,7.6000000000000005
220129001712,FOREST HILL ELEMENTARY SCHOOL,275,39,314,375,6,88,96,185,13.3,FOREST HILL ELEMENTARY SCHOOL,295,48,343,416,10,94,110,199,13.700000000000001
220129001943,NORTHWOOD HIGH SCHOOL,478,110,588,751,2,10,300,412,14.9,NORTHWOOD HIGH SCHOOL,471,91,562,727,1,8,292,404,13.9
220129001944,HAYDEN R. LAWRENCE MIDDLE SCHOOL,112,38,150,351,0,2,1,346,15.8,HAYDEN R. LAWRENCE MIDDLE SCHOOL,125,59,184,402,4,1,1,394,16.4
220132000784,WARE YOUTH CENTER,0,0,0,71,0,0,43,28,11.8,WARE YOUTH CENTER,75,0,75,78,0,1,47,30,13
220132000948,RED RIVER PARISH ALTERNATIVE SCHOOL,31,3,34,37,0,0,25,12,8.8,SPRINGVILLE EDUCATIONAL CENTER,29,-1,31,40,0,0,31,9,8
220132001090,RED RIVER HIGH SCHOOL,257,34,291,383,3,0,260,119,10.8,RED RIVER HIGH SCHOOL,244,21,265,358,2,0,236,118,11.4
220132001529,RED RIVER ELEMENTARY SCHOOL,763,68,831,916,1,5,635,273,15.6,RED RIVER ELEMENTARY SCHOOL,624,57,681,754,4,5,509,236,15.9
220132001530,RED RIVER JUNIOR HIGH SCHOOL,153,18,171,196,0,0,125,70,14.5,RED RIVER JUNIOR HIGH SCHOOL,254,23,277,323,0,0,216,106,15.700000000000001
